variable,estimate,t_stat,sd,is_dummy,change_prob
retaccpt,-0.025842205649496623,-1.0597375124512063,0.14194743725482614,0,-0.014209824185922785
rv,0.0034944832190119584,0.3035759938633273,0.27587010088209546,1,0.013536753776910299
callwait,5.228800448182805e-4,0.7261106783534166,5.56529688566778,0,0.011272544932444353
mailord,0.0012188289939316658,0.05953110213423812,0.48241961574646336,1,0.00472143860850396
newcelln,9.624525062994082e-4,0.1279604764080558,0.3462656604507362,1,0.003728300233025304
ownrent,8.192265081363857e-4,0.08002565092158137,0.4664356293663476,1,0.0031734785469354136
directas,-1.8284859000785631e-4,-0.13080845211521894,2.1890829510329914,0,-0.0015505486763426242
callfwdv,-4.6878864101534756e-4,-0.08410992978112206,0.5535540570479877,0,-0.0010052375159274706
travel,-1.041397749574173e-4,-0.00917418135182889,0.23467253752408956,1,-4.0341143557701635e-4
retcalls,-1.0529327460185621e-4,-0.0025321778022483173,0.20137125034268685,0,-8.213526624767335e-5
